Node,X,Y,U1,U2,S11,S22,S12
1.213000000000000000e+03,6.000000238418579102e-01,6.000000238418579102e-01,1.201613475387830476e-09,4.687517596302370748e-10,4.483055114746093750e+00,2.695553004741668701e-01,2.905638813972473145e-01
1.214000000000000000e+03,6.999999880790710449e-01,6.000000238418579102e-01,1.412385430832330258e-09,5.512804657215042425e-10,4.486545085906982422e+00,2.011127322912216187e-01,2.338394522666931152e-01
1.215000000000000000e+03,8.000000119209289551e-01,6.000000238418579102e-01,1.623586709520452587e-09,6.331711821516705641e-10,4.480423927307128906e+00,1.506598740816116333e-01,1.836875677108764648e-01
1.216000000000000000e+03,8.999999761581420898e-01,6.000000238418579102e-01,1.834764784547360250e-09,7.147115677064164174e-10,4.468677520751953125e+00,1.131166368722915649e-01,1.408710926771163940e-01
1.217000000000000000e+03,1.000000000000000000e+00,6.000000238418579102e-01,2.045660973948315586e-09,7.963048553882856595e-10,4.454270362854003906e+00,8.484571427106857300e-02,1.050578579306602478e-01
1.218000000000000000e+03,1.100000023841857910e+00,6.000000238418579102e-01,2.256145936740949764e-09,8.783898608477613834e-10,4.439171791076660156e+00,6.329479813575744629e-02,7.546518743038177490e-02
1.219000000000000000e+03,1.200000047683715820e+00,6.000000238418579102e-01,2.466173487647438378e-09,9.613990714640863189e-10,4.424580574035644531e+00,4.667076468467712402e-02,5.119324475526809692e-02
1.220000000000000000e+03,1.299999952316284180e+00,6.000000238418579102e-01,2.675747179381460228e-09,1.045738273752760961e-09,4.411162376403808594e+00,3.370492160320281982e-02,3.138123080134391785e-02
1.221000000000000000e+03,1.399999976158142090e+00,6.000000238418579102e-01,2.884899208410729443e-09,1.131778670782068730e-09,4.399237632751464844e+00,2.348982170224189758e-02,1.526761520653963089e-02
1.222000000000000000e+03,1.500000000000000000e+00,6.000000238418579102e-01,3.093675537968465505e-09,1.219854883771631648e-09,4.388912200927734375e+00,1.536866743117570877e-02,2.204887103289365768e-03
1.223000000000000000e+03,1.600000023841857910e+00,6.000000238418579102e-01,3.302128126492220872e-09,1.310266339871191121e-09,4.380165100097656250e+00,8.860155008733272552e-03,-8.346395567059516907e-03
1.224000000000000000e+03,1.700000047683715820e+00,6.000000238418579102e-01,3.510310264687177551e-09,1.403279714651262111e-09,4.372903823852539062e+00,3.607283812016248703e-03,-1.683081313967704773e-02
1.225000000000000000e+03,1.799999952316284180e+00,6.000000238418579102e-01,3.718271912589443673e-09,1.499132262772207014e-09,4.367001056671142578e+00,-6.578543689101934433e-04,-2.361295372247695923e-02
1.226000000000000000e+03,1.899999976158142090e+00,6.000000238418579102e-01,3.926060365699868271e-09,1.598035481720216922e-09,4.362315177917480469e+00,-4.138587974011898041e-03,-2.899148687720298767e-02
1.227000000000000000e+03,2.000000000000000000e+00,6.000000238418579102e-01,4.133717368404177250e-09,1.700177110208755948e-09,4.358701705932617188e+00,-6.990857888013124466e-03,-3.321108222007751465e-02
1.228000000000000000e+03,2.099999904632568359e+00,6.000000238418579102e-01,4.341280224195998017e-09,1.805724236803030180e-09,4.356022834777832031e+00,-9.335481561720371246e-03,-3.647269308567047119e-02
1.229000000000000000e+03,2.200000047683715820e+00,6.000000238418579102e-01,4.548782239766069324e-09,1.914826741611364014e-09,4.354150295257568359e+00,-1.126696821302175522e-02,-3.894190117716789246e-02
1.230000000000000000e+03,2.299999952316284180e+00,6.000000238418579102e-01,4.756249616377772327e-09,2.027616963218292767e-09,4.352966785430908203e+00,-1.285990141332149506e-02,-4.075527936220169067e-02
1.231000000000000000e+03,2.400000095367431641e+00,6.000000238418579102e-01,4.963708111205278328e-09,2.144214361621266107e-09,4.352367401123046875e+00,-1.417367067188024521e-02,-4.202632978558540344e-02
1.232000000000000000e+03,2.500000000000000000e+00,6.000000238418579102e-01,5.171176375995401031e-09,2.264725296186043124e-09,4.352257728576660156e+00,-1.525593455880880356e-02,-4.284916818141937256e-02
1.233000000000000000e+03,2.599999904632568359e+00,6.000000238418579102e-01,5.378671286138114738e-09,2.389244802003531731e-09,4.352555751800537109e+00,-1.614525727927684784e-02,-4.330258443951606750e-02
1.234000000000000000e+03,2.700000047683715820e+00,6.000000238418579102e-01,5.586207052488134650e-09,2.517858810335837916e-09,4.353188514709472656e+00,-1.687306910753250122e-02,-4.345245286822319031e-02
1.235000000000000000e+03,2.799999952316284180e+00,6.000000238418579102e-01,5.793794333186497170e-09,2.650643260437846038e-09,4.354093551635742188e+00,-1.746515929698944092e-02,-4.335393384099006653e-02
1.236000000000000000e+03,2.900000095367431641e+00,6.000000238418579102e-01,6.001442010017399298e-09,2.787666986137082858e-09,4.355215549468994141e+00,-1.794285327196121216e-02,-4.305372759699821472e-02
1.237000000000000000e+03,3.000000000000000000e+00,6.000000238418579102e-01,6.209156300229778935e-09,2.928991271744507685e-09,4.356507301330566406e+00,-1.832387782633304596e-02,-4.259090125560760498e-02
1.238000000000000000e+03,3.099999904632568359e+00,6.000000238418579102e-01,6.416942532894154283e-09,3.074670962277537001e-09,4.357927799224853516e+00,-1.862306892871856689e-02,-4.199871793389320374e-02
1.239000000000000000e+03,3.200000047683715820e+00,6.000000238418579102e-01,6.624804704813413991e-09,3.224756239816883863e-09,4.359442234039306641e+00,-1.885291561484336853e-02,-4.130518808960914612e-02
1.240000000000000000e+03,3.299999952316284180e+00,6.000000238418579102e-01,6.832744148255187611e-09,3.379290625105113577e-09,4.361021041870117188e+00,-1.902397535741329193e-02,-4.053388163447380066e-02
1.241000000000000000e+03,3.400000095367431641e+00,6.000000238418579102e-01,7.040762639576314541e-09,3.538314086171112649e-09,4.362638473510742188e+00,-1.914522796869277954e-02,-3.970499709248542786e-02
1.242000000000000000e+03,3.500000000000000000e+00,6.000000238418579102e-01,7.248859734687584933e-09,3.701861484017854309e-09,4.364274024963378906e+00,-1.922433450818061829e-02,-3.883529081940650940e-02
1.243000000000000000e+03,3.599999904632568359e+00,6.000000238418579102e-01,7.457034989499788935e-09,3.869964793068447761e-09,4.365909099578857422e+00,-1.926786452531814575e-02,-3.793916478753089905e-02
1.244000000000000000e+03,3.700000047683715820e+00,6.000000238418579102e-01,7.665287959923716699e-09,4.042652879121533260e-09,4.367528915405273438e+00,-1.928146556019783020e-02,-3.702862188220024109e-02
1.245000000000000000e+03,3.799999952316284180e+00,6.000000238418579102e-01,7.873617313691738673e-09,4.219949722994442709e-09,4.369122028350830078e+00,-1.927000656723976135e-02,-3.611359000205993652e-02
1.246000000000000000e+03,3.900000095367431641e+00,6.000000238418579102e-01,8.082019498090176057e-09,4.401878417326088311e-09,4.370677947998046875e+00,-1.923769712448120117e-02,-3.520263358950614929e-02
1.247000000000000000e+03,4.000000000000000000e+00,6.000000238418579102e-01,8.290492736762189452e-09,4.588458502041703468e-09,4.372189044952392578e+00,-1.918817870318889618e-02,-3.430251404643058777e-02
1.248000000000000000e+03,4.099999904632568359e+00,6.000000238418579102e-01,8.499035253350939456e-09,4.779707740709682184e-09,4.373648643493652344e+00,-1.912461034953594208e-02,-3.341907262802124023e-02
1.249000000000000000e+03,4.199999809265136719e+00,6.000000238418579102e-01,8.707642606964327570e-09,4.975641676452369211e-09,4.375053405761718750e+00,-1.904972828924655914e-02,-3.255689516663551331e-02
1.250000000000000000e+03,4.300000190734863281e+00,6.000000238418579102e-01,8.916314797602353792e-09,5.176274964213689600e-09,4.376398563385009766e+00,-1.896590553224086761e-02,-3.171977028250694275e-02
1.251000000000000000e+03,4.400000095367431641e+00,6.000000238418579102e-01,9.125044719837660523e-09,5.381617818045469903e-09,4.377682209014892578e+00,-1.887519843876361847e-02,-3.091034293174743652e-02
1.252000000000000000e+03,4.500000000000000000e+00,6.000000238418579102e-01,9.333832373670247762e-09,5.591681340177956372e-09,4.378903388977050781e+00,-1.877938769757747650e-02,-3.013109229505062103e-02
1.253000000000000000e+03,4.599999904632568359e+00,6.000000238418579102e-01,9.542673318208017008e-09,5.806475300573765708e-09,4.380061149597167969e+00,-1.868000626564025879e-02,-2.938355877995491028e-02
1.254000000000000000e+03,4.699999809265136719e+00,6.000000238418579102e-01,9.751564888915709162e-09,6.026007692838675212e-09,4.381155490875244141e+00,-1.857837475836277008e-02,-2.866885624825954437e-02
1.255000000000000000e+03,4.800000190734863281e+00,6.000000238418579102e-01,9.960505309436484822e-09,6.250286066489252335e-09,4.382186889648437500e+00,-1.847562752664089203e-02,-2.798774465918540955e-02
1.256000000000000000e+03,4.900000095367431641e+00,6.000000238418579102e-01,1.016948925069982579e-08,6.479314418328385727e-09,4.383156776428222656e+00,-1.837272755801677704e-02,-2.734027244150638580e-02
1.257000000000000000e+03,5.000000000000000000e+00,6.000000238418579102e-01,1.037851493634889266e-08,6.713099409694223141e-09,4.384066581726074219e+00,-1.827050000429153442e-02,-2.672669291496276855e-02
1.258000000000000000e+03,5.099999904632568359e+00,6.000000238418579102e-01,1.058757970184842634e-08,6.951644593300443375e-09,4.384917736053466797e+00,-1.816963031888008118e-02,-2.614664658904075623e-02
1.259000000000000000e+03,5.199999809265136719e+00,6.000000238418579102e-01,1.079668177084158742e-08,7.194953965949935082e-09,4.385712146759033203e+00,-1.807069219648838043e-02,-2.559963427484035492e-02
1.260000000000000000e+03,5.300000190734863281e+00,6.000000238418579102e-01,1.100581759061469711e-08,7.443031968534796761e-09,4.386451721191406250e+00,-1.797416433691978455e-02,-2.508505992591381073e-02
1.261000000000000000e+03,5.400000095367431641e+00,6.000000238418579102e-01,1.121498449663249630e-08,7.695878601055028412e-09,4.387139797210693359e+00,-1.788042485713958740e-02,-2.460182458162307739e-02
1.262000000000000000e+03,5.500000000000000000e+00,6.000000238418579102e-01,1.142417982435972590e-08,7.953496528045889136e-09,4.387777328491210938e+00,-1.778978295624256134e-02,-2.414924465119838715e-02
1.263000000000000000e+03,5.599999904632568359e+00,6.000000238418579102e-01,1.163340268561796620e-08,8.215887525864218333e-09,4.388367652893066406e+00,-1.770247519016265869e-02,-2.372618205845355988e-02
1.264000000000000000e+03,5.699999809265136719e+00,6.000000238418579102e-01,1.184264952769353840e-08,8.483053370866855403e-09,4.388913154602050781e+00,-1.761867851018905640e-02,-2.333151549100875854e-02
1.265000000000000000e+03,5.800000190734863281e+00,6.000000238418579102e-01,1.205192123876486221e-08,8.754995839410639746e-09,4.389415740966796875e+00,-1.753851398825645447e-02,-2.296415716409683228e-02
1.266000000000000000e+03,5.900000095367431641e+00,6.000000238418579102e-01,1.226121248976141942e-08,9.031713155138731963e-09,4.389878273010253906e+00,-1.746206171810626984e-02,-2.262262441217899323e-02
1.267000000000000000e+03,6.000000000000000000e+00,6.000000238418579102e-01,1.247052239250479033e-08,9.313207094407971454e-09,4.390302658081054688e+00,-1.738935708999633789e-02,-2.230595797300338745e-02
1.268000000000000000e+03,6.099999904632568359e+00,6.000000238418579102e-01,1.267985005881655525e-08,9.599477657218358218e-09,4.390691757202148438e+00,-1.732040569186210632e-02,-2.201282791793346405e-02
1.269000000000000000e+03,6.199999809265136719e+00,6.000000238418579102e-01,1.288919371233987476e-08,9.890525731748311955e-09,4.391047477722167969e+00,-1.725518144667148590e-02,-2.174199558794498444e-02
1.270000000000000000e+03,6.300000190734863281e+00,6.000000238418579102e-01,1.309855335307474888e-08,1.018635042981941297e-08,4.391372203826904297e+00,-1.719363406300544739e-02,-2.149231731891632080e-02
1.271000000000000000e+03,6.400000095367431641e+00,6.000000238418579102e-01,1.330792542830749881e-08,1.048695086325324155e-08,4.391667842864990234e+00,-1.713569276034832001e-02,-2.126232162117958069e-02
1.272000000000000000e+03,6.500000000000000000e+00,6.000000238418579102e-01,1.351730904985970483e-08,1.079232703204979771e-08,4.391936779022216797e+00,-1.708126999437808990e-02,-2.105109393596649170e-02
1.273000000000000000e+03,6.599999904632568359e+00,6.000000238418579102e-01,1.372670332955294725e-08,1.110247893620908144e-08,4.392180442810058594e+00,-1.703026518225669861e-02,-2.085739374160766602e-02
1.274000000000000000e+03,6.699999809265136719e+00,6.000000238418579102e-01,1.393610737920880638e-08,1.141740479937425334e-08,4.392401218414306641e+00,-1.698256283998489380e-02,-2.068010717630386353e-02
1.275000000000000000e+03,6.800000190734863281e+00,6.000000238418579102e-01,1.414552208700570191e-08,1.173710728608057252e-08,4.392600536346435547e+00,-1.693804189562797546e-02,-2.051824331283569336e-02
1.276000000000000000e+03,6.900000095367431641e+00,6.000000238418579102e-01,1.435494301205153533e-08,1.206158284361436017e-08,4.392779827117919922e+00,-1.689657568931579590e-02,-2.037049643695354462e-02
1.277000000000000000e+03,7.000000000000000000e+00,6.000000238418579102e-01,1.456437104252472636e-08,1.239083058379719660e-08,4.392940998077392578e+00,-1.685803011059761047e-02,-2.023614384233951569e-02
1.278000000000000000e+03,7.099999904632568359e+00,6.000000238418579102e-01,1.477380617842527499e-08,1.272485050662908179e-08,4.393085479736328125e+00,-1.682226918637752533e-02,-2.011415176093578339e-02
1.279000000000000000e+03,7.199999809265136719e+00,6.000000238418579102e-01,1.498324664339634182e-08,1.306364350028843546e-08,4.393214702606201172e+00,-1.678915508091449738e-02,-2.000361494719982147e-02
1.280000000000000000e+03,7.300000190734863281e+00,6.000000238418579102e-01,1.519269332561634656e-08,1.340720867659683790e-08,4.393329620361328125e+00,-1.675855368375778198e-02,-1.990376599133014679e-02
1.281000000000000000e+03,7.400000095367431641e+00,6.000000238418579102e-01,1.540214178419319069e-08,1.375554248284061032e-08,4.393432140350341797e+00,-1.673032529652118683e-02,-1.981352083384990692e-02
1.282000000000000000e+03,7.500000000000000000e+00,6.000000238418579102e-01,1.561159557184055302e-08,1.410864669537659211e-08,4.393522739410400391e+00,-1.670433580875396729e-02,-1.973238214850425720e-02
1.283000000000000000e+03,7.599999904632568359e+00,6.000000238418579102e-01,1.582105291220159415e-08,1.446651953784794387e-08,4.393602848052978516e+00,-1.668045669794082642e-02,-1.965954340994358063e-02
1.284000000000000000e+03,7.699999809265136719e+00,6.000000238418579102e-01,1.603051380527631409e-08,1.482916189843308530e-08,4.393672943115234375e+00,-1.665855385363101959e-02,-1.959432102739810944e-02
1.285000000000000000e+03,7.800000190734863281e+00,6.000000238418579102e-01,1.623997825106471282e-08,1.519657288895359670e-08,4.393734455108642578e+00,-1.663850620388984680e-02,-1.953616738319396973e-02
1.286000000000000000e+03,7.900000095367431641e+00,6.000000238418579102e-01,1.644944269685311156e-08,1.556874984487421898e-08,4.393788337707519531e+00,-1.662019081413745880e-02,-1.948421634733676910e-02
1.287000000000000000e+03,8.000000000000000000e+00,6.000000238418579102e-01,1.665891069535518909e-08,1.594569454255179153e-08,4.393834590911865234e+00,-1.660349220037460327e-02,-1.943817920982837677e-02
1.288000000000000000e+03,8.100000381469726562e+00,6.000000238418579102e-01,1.686838047021410603e-08,1.632740698198631435e-08,4.393874645233154297e+00,-1.658829860389232635e-02,-1.939754560589790344e-02
1.289000000000000000e+03,8.199999809265136719e+00,6.000000238418579102e-01,1.707785024507302296e-08,1.671388005775042984e-08,4.393908977508544922e+00,-1.657450385391712189e-02,-1.936146058142185211e-02
1.290000000000000000e+03,8.300000190734863281e+00,6.000000238418579102e-01,1.728732179628877930e-08,1.710512265162833501e-08,4.393938064575195312e+00,-1.656200550496578217e-02,-1.933011598885059357e-02
1.291000000000000000e+03,8.399999618530273438e+00,6.000000238418579102e-01,1.749679334750453563e-08,1.750112765819267224e-08,4.393962860107421875e+00,-1.655070669949054718e-02,-1.930236816406250000e-02
1.292000000000000000e+03,8.500000000000000000e+00,6.000000238418579102e-01,1.770626845143397077e-08,1.790190040651395975e-08,4.393983364105224609e+00,-1.654051430523395538e-02,-1.927856542170047760e-02
1.293000000000000000e+03,8.600000381469726562e+00,6.000000238418579102e-01,1.791574355536340590e-08,1.830743556752167933e-08,4.394000530242919922e+00,-1.653134450316429138e-02,-1.925780251622200012e-02
1.294000000000000000e+03,8.699999809265136719e+00,6.000000238418579102e-01,1.812521688293600164e-08,1.871773136485899158e-08,4.394013881683349609e+00,-1.652311347424983978e-02,-1.923975348472595215e-02
1.295000000000000000e+03,8.800000190734863281e+00,6.000000238418579102e-01,1.833469198686543677e-08,1.913279490395325411e-08,4.394024848937988281e+00,-1.651574485003948212e-02,-1.922466978430747986e-02
1.296000000000000000e+03,8.899999618530273438e+00,6.000000238418579102e-01,1.854416709079487191e-08,1.955261730302026990e-08,4.394033432006835938e+00,-1.650916598737239838e-02,-1.921154372394084930e-02
1.297000000000000000e+03,9.000000000000000000e+00,6.000000238418579102e-01,1.875364397108114645e-08,1.997720566748739657e-08,4.394039630889892578e+00,-1.650331169366836548e-02,-1.920085214078426361e-02
1.298000000000000000e+03,9.100000381469726562e+00,6.000000238418579102e-01,1.896312085136742098e-08,2.040655466828411591e-08,4.394043922424316406e+00,-1.649811677634716034e-02,-1.919182017445564270e-02
1.299000000000000000e+03,9.199999809265136719e+00,6.000000238418579102e-01,1.917259417894001672e-08,2.084066430541042791e-08,4.394046306610107422e+00,-1.649352163076400757e-02,-1.918423734605312347e-02
1.300000000000000000e+03,9.300000190734863281e+00,6.000000238418579102e-01,1.938207105922629125e-08,2.127953813158001140e-08,4.394047737121582031e+00,-1.648947410285472870e-02,-1.917846128344535828e-02
1.301000000000000000e+03,9.399999618530273438e+00,6.000000238418579102e-01,1.959154616315572639e-08,2.172316904136550875e-08,4.394047737121582031e+00,-1.648592203855514526e-02,-1.917358674108982086e-02
1.302000000000000000e+03,9.500000000000000000e+00,6.000000238418579102e-01,1.980102304344200093e-08,2.217156591655111697e-08,4.394047260284423828e+00,-1.648281700909137726e-02,-1.917018741369247437e-02
1.303000000000000000e+03,9.600000381469726562e+00,6.000000238418579102e-01,2.001049992372827546e-08,2.262472342806631787e-08,4.394045352935791016e+00,-1.648011803627014160e-02,-1.916757225990295410e-02
1.304000000000000000e+03,9.699999809265136719e+00,6.000000238418579102e-01,2.021997325130087120e-08,2.308263624684059323e-08,4.394042968750000000e+00,-1.647778414189815521e-02,-1.916561648249626160e-02
1.305000000000000000e+03,9.800000190734863281e+00,6.000000238418579102e-01,2.042945013158714573e-08,2.354531503101497947e-08,4.394040107727050781e+00,-1.647577807307243347e-02,-1.916474848985671997e-02
1.306000000000000000e+03,9.899999618530273438e+00,6.000000238418579102e-01,2.063892345915974147e-08,2.401275089880527958e-08,4.394036769866943359e+00,-1.647406630218029022e-02,-1.916413754224777222e-02
1.307000000000000000e+03,1.000000000000000000e+01,6.000000238418579102e-01,2.084840033944601601e-08,2.448495095563885116e-08,4.394032955169677734e+00,-1.647261530160903931e-02,-1.916442066431045532e-02
1.308000000000000000e+03,1.010000038146972656e+01,6.000000238418579102e-01,2.105787544337545114e-08,2.496190987244517601e-08,4.394028663635253906e+00,-1.647139899432659149e-02,-1.916497014462947845e-02
1.309000000000000000e+03,1.019999980926513672e+01,6.000000238418579102e-01,2.126734877094804688e-08,2.544362587286741473e-08,4.394024372100830078e+00,-1.647039130330085754e-02,-1.916569471359252930e-02
1.310000000000000000e+03,1.030000019073486328e+01,6.000000238418579102e-01,2.147682387487748201e-08,2.593010606233292492e-08,4.394020080566406250e+00,-1.646956801414489746e-02,-1.916711218655109406e-02
1.311000000000000000e+03,1.039999961853027344e+01,6.000000238418579102e-01,2.168629720245007775e-08,2.642133978270067018e-08,4.394015789031982422e+00,-1.646890677511692047e-02,-1.916839368641376495e-02
1.312000000000000000e+03,1.050000000000000000e+01,6.000000238418579102e-01,2.189577230637951288e-08,2.691733946846852632e-08,4.394011020660400391e+00,-1.646838895976543427e-02,-1.917025819420814514e-02
1.313000000000000000e+03,1.060000038146972656e+01,6.000000238418579102e-01,2.210524563395210862e-08,2.741809979056597513e-08,4.394006729125976562e+00,-1.646799594163894653e-02,-1.917208358645439148e-02
1.314000000000000000e+03,1.069999980926513672e+01,6.000000238418579102e-01,2.231471896152470435e-08,2.792361364356565900e-08,4.394002437591552734e+00,-1.646771095693111420e-02,-1.917383074760437012e-02
1.315000000000000000e+03,1.080000019073486328e+01,6.000000238418579102e-01,2.252419228909730009e-08,2.843389168560861435e-08,4.393998146057128906e+00,-1.646752282977104187e-02,-1.917604170739650726e-02
1.316000000000000000e+03,1.089999961853027344e+01,6.000000238418579102e-01,2.273366384031305643e-08,2.894892325855380477e-08,4.393993854522705078e+00,-1.646741479635238647e-02,-1.917792111635208130e-02
1.317000000000000000e+03,1.100000000000000000e+01,6.000000238418579102e-01,2.294313716788565216e-08,2.946872079689910606e-08,4.393989562988281250e+00,-1.646737568080425262e-02,-1.918020844459533691e-02
1.318000000000000000e+03,1.110000038146972656e+01,6.000000238418579102e-01,2.315261049545824790e-08,2.999327719521716062e-08,4.393985748291015625e+00,-1.646739616990089417e-02,-1.918230950832366943e-02
1.319000000000000000e+03,1.119999980926513672e+01,6.000000238418579102e-01,2.336208204667400423e-08,3.052258890079428966e-08,4.393981933593750000e+00,-1.646746695041656494e-02,-1.918420381844043732e-02
1.320000000000000000e+03,1.130000019073486328e+01,6.000000238418579102e-01,2.357155537424659997e-08,3.105666124270101136e-08,4.393978118896484375e+00,-1.646757870912551880e-02,-1.918645389378070831e-02
1.321000000000000000e+03,1.139999961853027344e+01,6.000000238418579102e-01,2.378102692546235630e-08,3.159549066822364694e-08,4.393974781036376953e+00,-1.646772585809230804e-02,-1.918827742338180542e-02
1.322000000000000000e+03,1.150000000000000000e+01,6.000000238418579102e-01,2.399049847667811264e-08,3.213908428278955398e-08,4.393971443176269531e+00,-1.646789908409118652e-02,-1.919043250381946564e-02
1.323000000000000000e+03,1.160000038146972656e+01,6.000000238418579102e-01,2.419997180425070837e-08,3.268743853368505370e-08,4.393968105316162109e+00,-1.646809466183185577e-02,-1.919233426451683044e-02
1.324000000000000000e+03,1.169999980926513672e+01,6.000000238418579102e-01,2.440944335546646471e-08,3.324054276276910969e-08,4.393965244293212891e+00,-1.646830700337886810e-02,-1.919397711753845215e-02
1.325000000000000000e+03,1.180000019073486328e+01,6.000000238418579102e-01,2.461891490668222104e-08,3.379841473361011595e-08,4.393962383270263672e+00,-1.646853238344192505e-02,-1.919593289494514465e-02
1.326000000000000000e+03,1.189999961853027344e+01,6.000000238418579102e-01,2.482838468154113798e-08,3.436104023535335728e-08,4.393959999084472656e+00,-1.646876707673072815e-02,-1.919742859899997711e-02
1.327000000000000000e+03,1.200000000000000000e+01,6.000000238418579102e-01,2.503785800911373371e-08,3.492842992613987008e-08,4.393957614898681641e+00,-1.646900549530982971e-02,-1.919922977685928345e-02
1.328000000000000000e+03,1.210000038146972656e+01,6.000000238418579102e-01,2.524732956032949005e-08,3.550057670054229675e-08,4.393955230712890625e+00,-1.646924763917922974e-02,-1.920076087117195129e-02
1.329000000000000000e+03,1.219999980926513672e+01,6.000000238418579102e-01,2.545679933518840699e-08,3.607748055856063729e-08,4.393952846527099609e+00,-1.646948792040348053e-02,-1.920202001929283142e-02
1.330000000000000000e+03,1.230000019073486328e+01,6.000000238418579102e-01,2.566627088640416332e-08,3.665914505290857051e-08,4.393950939178466797e+00,-1.646972633898258209e-02,-1.920358277857303619e-02
1.331000000000000000e+03,1.239999961853027344e+01,6.000000238418579102e-01,2.587574066126308026e-08,3.724556663087241759e-08,4.393949031829833984e+00,-1.646996289491653442e-02,-1.920468360185623169e-02
1.332000000000000000e+03,1.250000000000000000e+01,6.000000238418579102e-01,2.608521221247883659e-08,3.783674884516585735e-08,4.393947124481201172e+00,-1.647019386291503906e-02,-1.920609176158905029e-02
1.333000000000000000e+03,1.260000038146972656e+01,6.000000238418579102e-01,2.629468376369459293e-08,3.843269169578888977e-08,4.393945693969726562e+00,-1.647041738033294678e-02,-1.920723170042037964e-02
1.334000000000000000e+03,1.269999980926513672e+01,6.000000238418579102e-01,2.650415353855350986e-08,3.903339163002783607e-08,4.393944263458251953e+00,-1.647063344717025757e-02,-1.920810714364051819e-02
1.335000000000000000e+03,1.280000019073486328e+01,6.000000238418579102e-01,2.671362508976926620e-08,3.963885220059637504e-08,4.393942832946777344e+00,-1.647084206342697144e-02,-1.920929737389087677e-02
1.336000000000000000e+03,1.289999961853027344e+01,6.000000238418579102e-01,2.692309486462818313e-08,4.024906630206714908e-08,4.393941402435302734e+00,-1.647104322910308838e-02,-1.921003311872482300e-02
1.337000000000000000e+03,1.300000000000000000e+01,6.000000238418579102e-01,2.713256641584393947e-08,4.086404814529487339e-08,4.393940448760986328e+00,-1.647123321890830994e-02,-1.921109110116958618e-02
1.338000000000000000e+03,1.310000038146972656e+01,6.000000238418579102e-01,2.734203796705969580e-08,4.148378707213851158e-08,4.393939495086669922e+00,-1.647141575813293457e-02,-1.921189390122890472e-02
1.339000000000000000e+03,1.319999980926513672e+01,6.000000238418579102e-01,2.755150596556177334e-08,4.210827597717070603e-08,4.393938541412353516e+00,-1.647158898413181305e-02,-1.921244524419307709e-02
1.340000000000000000e+03,1.330000019073486328e+01,6.000000238418579102e-01,2.776097751677752967e-08,4.273753262395985075e-08,4.393937587738037109e+00,-1.647175289690494537e-02,-1.921332441270351410e-02
1.341000000000000000e+03,1.339999961853027344e+01,6.000000238418579102e-01,2.797044729163644661e-08,4.337154280165123055e-08,4.393936634063720703e+00,-1.647190749645233154e-02,-1.921376772224903107e-02
1.342000000000000000e+03,1.350000000000000000e+01,6.000000238418579102e-01,2.817991884285220294e-08,4.401032072109956061e-08,4.393936157226562500e+00,-1.647205464541912079e-02,-1.921454444527626038e-02
1.343000000000000000e+03,1.360000038146972656e+01,6.000000238418579102e-01,2.838938861771111988e-08,4.465385217145012575e-08,4.393935203552246094e+00,-1.647219248116016388e-02,-1.921508088707923889e-02
1.344000000000000000e+03,1.369999980926513672e+01,6.000000238418579102e-01,2.859885839257003681e-08,4.530214070541660476e-08,4.393934726715087891e+00,-1.647232286632061005e-02,-1.921538263559341431e-02
1.345000000000000000e+03,1.380000019073486328e+01,6.000000238418579102e-01,2.880832994378579315e-08,4.595519342842635524e-08,4.393934249877929688e+00,-1.647244393825531006e-02,-1.921602524816989899e-02
1.346000000000000000e+03,1.389999961853027344e+01,6.000000238418579102e-01,2.901779794228787068e-08,4.661299612962466199e-08,4.393933773040771484e+00,-1.647255942225456238e-02,-1.921624504029750824e-02
1.347000000000000000e+03,1.400000000000000000e+01,6.000000238418579102e-01,2.922726949350362702e-08,4.727556657257991901e-08,4.393933296203613281e+00,-1.647266931831836700e-02,-1.921681314706802368e-02
1.348000000000000000e+03,1.410000038146972656e+01,6.000000238418579102e-01,2.943674104471938335e-08,4.794289765186476870e-08,4.393932819366455078e+00,-1.647277176380157471e-02,-1.921715214848518372e-02
1.349000000000000000e+03,1.419999980926513672e+01,6.000000238418579102e-01,2.964620904322146089e-08,4.861497870933817467e-08,4.393932342529296875e+00,-1.647287048399448395e-02,-1.921726576983928680e-02
1.350000000000000000e+03,1.430000019073486328e+01,6.000000238418579102e-01,2.985568059443721722e-08,4.929182750856853090e-08,4.393932342529296875e+00,-1.647296547889709473e-02,-1.921773143112659454e-02
1.351000000000000000e+03,1.439999961853027344e+01,6.000000238418579102e-01,3.006514859293929476e-08,4.997342628598744341e-08,4.393931865692138672e+00,-1.647305861115455627e-02,-1.921778172254562378e-02
1.352000000000000000e+03,1.450000000000000000e+01,6.000000238418579102e-01,3.027462014415505109e-08,5.065979280516330618e-08,4.393931388854980469e+00,-1.647314988076686859e-02,-1.921818591654300690e-02
1.353000000000000000e+03,1.460000038146972656e+01,6.000000238418579102e-01,3.048409169537080743e-08,5.135091640795508283e-08,4.393931388854980469e+00,-1.647323928773403168e-02,-1.921836659312248230e-02
1.354000000000000000e+03,1.469999980926513672e+01,6.000000238418579102e-01,3.069355969387288496e-08,5.204679354164909455e-08,4.393930912017822266e+00,-1.647333241999149323e-02,-1.921832561492919922e-02
